Order ID,Product ID,Amount (kg),Order Confirm Date,Required Delivery Date
1005516,8905735,1840,2020-03-26,2020-06-01
1005432,8902635,21000,2019-07-08,2019-08-06
1005432,8902635,21000,2019-07-08,2019-08-16
1005432,8902635,21000,2019-07-08,2019-08-27
1005447,8907133,4500,2019-08-05,2019-10-08
1005448,8908112,20000,2020-02-12,2020-03-10
1006018,8908748,20000,2020-02-18,2020-03-06
1006018,8908748,10000,2020-02-18,2020-03-10
1006018,8908748,20000,2020-02-18,2020-03-13
1006018,8908748,20000,2020-02-18,2020-03-17
1006018,8908748,20000,2020-02-18,2020-03-06
1006018,8908748,20000,2020-02-18,2020-03-06
1006018,8908748,20000,2020-02-18,2020-03-20
1006018,8908748,20000,2020-02-18,2020-03-24
1006018,8908748,20000,2020-02-18,2020-03-27
1006018,8908748,20000,2020-02-18,2020-04-03
1005507,8902635,21000.01,2019-07-28,2019-09-12
1005507,8902635,21000,2019-07-28,2019-08-22
1005507,8902635,21000,2019-07-28,2019-08-29
1005507,8902635,21000.01,2019-07-28,2019-09-09
1005495,8908112,14000,2019-07-28,2019-08-21
1006069,8902635,21000,2020-02-10,2020-03-09
1006021,8902635,21000,2020-02-12,2020-03-10
1006021,8902635,21000,2020-02-12,2020-03-17
1006021,8902635,21000,2020-02-12,2020-03-29
1006021,8902635,21000,2020-02-12,2020-03-03
1006021,8902635,21000,2020-02-12,2020-03-03
1006020,8908023,20000,2020-02-13,2020-03-04
1006020,8908023,11000,2020-02-13,2020-03-25
1006050,8908023,20000,2020-03-06,2020-04-20
1006050,8908023,20000.02,2020-03-06,2020-04-02
1006020,8908023,20000,2020-01-31,2020-03-31
1006020,8908023,20000,2020-01-31,2020-04-06
1006020,8908023,20000,2020-01-31,2020-03-17
1006020,8908023,10000,2020-01-31,2020-03-24
1005888,8908023,20000,2019-07-29,2019-09-10
1005888,8908023,20000,2019-07-29,2019-09-17
1005828,8908114,7500,2019-08-29,2019-09-09
1005584,8908023,20000,2019-09-12,2019-10-08
1005684,8908023,21000,2019-09-12,2019-10-15
1005684,8908023,21000,2019-09-12,2019-10-07
1005684,8908023,21000,2019-09-12,2019-10-01
1005888,8908023,20000,2019-09-18,2019-11-05
1005888,8908023,20000,2019-09-18,2019-11-12
1005888,8908023,20000,2019-09-18,2019-11-19
1005584,8908023,1400,2019-10-15,2019-10-16
1005448,8908112,11000,2019-11-01,2020-01-07
1005531,8902398,4000,2019-11-01,2019-12-17
1005783,8908672,20000,2019-11-28,2020-01-05
1005444,8902635,11200,2019-12-10,2020-02-03
1006020,8908023,20000,2019-12-27,2020-01-20
1006020,8908023,20000,2019-12-27,2020-02-03
1006020,8908023,20000,2019-12-27,2020-01-13
1006020,8908023,20000,2019-12-27,2020-02-04
1005969,8908023,21000,2020-01-16,2020-02-14
1006023,8902398,8100,2020-01-24,2020-04-06
1006050,8908023,20000,2020-01-24,2020-03-13
1005516,8905735,1850,2020-01-29,2020-04-01
1006018,8908748,20000,2020-05-07,2020-06-09
1006018,8908748,20000,2020-05-07,2020-06-16
1006019,8908749,20000,2020-06-16,2020-07-20
1006019,8908749,20000,2020-06-16,2020-07-24
1006019,8908749,20000,2020-06-16,2020-07-28
1006019,8908749,20000,2020-06-16,2020-08-01
1006019,8908749,20000,2020-06-16,2020-08-03
1006019,8908749,20000,2020-06-16,2020-08-05
1006019,8908749,20000,2020-06-16,2020-08-07
1005998,8909373,6500,2020-07-14,2020-10-10
1005781,8908023,10000,2020-01-27,2020-02-21
1005499,8907133,8800,2020-01-31,2020-03-03
1005499,8902398,1350,2020-01-31,2020-03-03
1005444,8902635,11400,2020-02-15,2020-05-04
1005521,8908024,11000,2019-07-18,2019-09-03
1005488,8908023,20500,2019-07-28,2019-09-16
1005488,8908023,20500,2019-07-28,2019-09-23
1005488,8908023,20500,2019-07-28,2019-09-02
1005488,8908023,20500,2019-07-28,2019-09-09
1005488,8908023,20500,2019-07-28,2019-09-11
1005486,8902398,2700,2019-07-08,2019-08-25
1005486,8902398,1350,2019-07-08,2019-09-14
1005435,8908023,20000,2019-07-08,2019-08-07
1005435,8908023,20000,2019-07-08,2019-08-08
1006019,8908749,20000,2019-11-28,2020-01-08
1006019,8908749,20000,2019-11-28,2020-01-23
1006019,8908749,20000,2019-11-28,2020-01-27
1006019,8908749,20000,2019-11-28,2020-01-31
1006019,8908749,20000,2019-11-28,2020-01-10
1006019,8908749,20000,2019-11-28,2020-01-13
1006019,8908749,20000,2019-11-28,2020-01-15
1006019,8908749,20000,2019-11-28,2020-01-20
1005516,8905735,1840,2019-12-17,2020-03-01
1006067,8908023,20000,2020-01-23,2020-01-31
1006067,8908023,20000,2020-01-23,2020-02-13
1006067,8908023,20000,2020-01-23,2020-02-22
1006069,8902635,21000,2020-01-23,2020-03-03
1005998,8909373,6300,2020-02-20,2020-05-02
1006019,8908749,20000,2020-02-28,2020-04-07
1006019,8908749,20000,2020-02-28,2020-04-21
1006019,8908749,20000,2020-02-28,2020-04-24
1006019,8908749,20000,2020-02-28,2020-04-13
1006019,8908749,20000,2020-02-28,2020-04-28
1005969,8908023,20000,2020-03-06,2020-03-25
1005543,8906381,850,2019-07-08,2019-07-24
1005488,8908023,20500,2019-08-29,2019-09-30
1005488,8908023,20500,2019-08-29,2019-10-04
1005488,8908023,20500,2019-08-29,2019-10-10
1005488,8908023,20500,2019-08-29,2019-10-17
1005488,8908023,20500,2019-08-29,2019-10-21
1005784,8908749,20000,2019-10-08,2019-11-08
1005784,8908749,20000,2019-10-08,2019-11-12
1005784,8908749,20000,2019-10-08,2019-11-15
1005784,8908749,20000,2019-10-08,2019-11-18
1005784,8908749,20000,2019-10-08,2019-11-21
1005784,8908749,20000,2019-10-08,2019-11-26
1005784,8908749,20000,2019-10-08,2019-11-29
1005784,8908749,20000,2019-10-08,2019-12-12
1005784,8908749,20000,2019-10-08,2019-11-05
1005495,8908112,10000,2019-10-22,2019-11-13
1006022,8902398,4000,2020-01-10,2020-02-10
1005781,8908023,10000,2020-02-20,2020-02-24
1006069,8902635,21000,2020-02-22,2020-04-10
1006069,8902635,21000,2020-02-22,2020-04-16
1006069,8902635,21000,2020-02-22,2020-04-22
1006067,8908023,20000,2020-02-22,2020-04-07
1006067,8908023,20000,2020-02-22,2020-04-11
1005782,8908748,20000,2019-10-08,2019-11-07
1005782,8908748,20000,2019-10-08,2019-11-11
1005782,8908748,20000,2019-10-08,2019-11-15
1005782,8908748,20000,2019-10-08,2019-11-19
1005782,8908748,20000,2019-10-08,2019-11-22
1005782,8908748,20000,2019-10-08,2019-11-26
1005782,8908748,20000,2019-10-08,2019-12-02
1005782,8908748,20000,2019-10-08,2019-12-06
1005488,8908023,20000,2019-10-17,2019-11-26
1005488,8908023,20000,2019-10-17,2019-11-29
1005488,8908023,20000,2019-10-17,2019-12-02
1005998,8909373,5400,2019-11-05,2020-01-20
1005998,8909373,5400,2019-11-05,2020-02-05
1005495,8908112,8500,2019-11-26,2019-12-13
1005584,8908023,20000,2019-11-26,2019-12-10
1005584,8908023,20000,2019-11-26,2019-12-31
1006018,8908748,20000,2019-11-28,2020-01-10
1006018,8908748,20000,2019-11-28,2020-01-23
1006018,8908748,20000,2019-11-28,2020-01-08
1006018,8908748,20000,2019-11-28,2020-01-13
1006018,8908748,20000,2019-11-28,2020-01-15
1006018,8908748,20000,2019-11-28,2020-01-20
1006018,8908748,20000,2019-11-28,2020-01-27
1006018,8908748,20000,2019-11-28,2020-01-31
1006019,8908749,20000,2020-01-27,2020-03-05
1005448,8908112,14400,2019-07-02,2019-07-23
1005507,8902635,21000,2019-07-08,2019-08-09
1005507,8902635,21000,2019-07-08,2019-08-21
1005447,8907133,5000,2019-12-27,2020-01-28
1005783,8908672,20000,2019-08-21,2019-09-03
1005531,8902398,3990,2019-08-22,2019-09-10
1005584,8908023,21000,2019-08-22,2019-09-17
1006050,8908023,20000,2020-01-31,2020-03-20
1006050,8908023,20000,2020-02-10,2020-03-25
1006050,8908023,20000,2020-02-10,2020-03-26
1006050,8908023,20000,2020-02-10,2020-04-01
1005781,8908023,20000,2020-02-28,2020-04-06
1005781,8908023,20000,2020-02-28,2020-04-16
1006020,8908023,20000,2020-02-28,2020-04-09
1006020,8908023,15000,2020-02-28,2020-04-28
1006020,8908023,15000,2020-02-28,2020-05-05
1005888,8908023,9000,2019-07-18,2019-09-06
1005495,8908112,10000.01,2020-03-06,2020-03-23
1005828,8908114,14000,2019-09-10,2019-09-24
1005447,8907133,4500,2019-10-02,2019-11-19
1005488,8908023,21000,2019-10-02,2019-11-15
1005488,8908023,20000,2019-10-30,2019-12-06
1005888,8908023,20000,2019-11-01,2019-11-18
1005888,8908023,20000,2019-11-01,2019-11-26
1005888,8908023,20000,2019-11-01,2019-12-03
1005888,8908023,20000,2019-11-01,2019-12-17
1005435,8908023,20000,2019-11-11,2019-11-19
1005435,8908023,20000,2019-11-11,2019-11-22
1005435,8908023,20000,2019-11-11,2019-11-25
1006020,8908023,20000,2020-01-16,2020-02-11
1006020,8908023,20000,2020-01-16,2020-02-18
1006020,8908023,20000,2020-01-16,2020-02-25
1006020,8908023,20000,2020-01-16,2020-02-26
1006020,8908023,9000,2020-01-16,2020-03-03
1006020,8908023,20000,2020-01-16,2020-03-10
1006022,8902398,4000,2020-01-16,2020-03-03
1005495,8908112,10000,2020-01-16,2020-02-25
1005486,8902398,1317,2019-10-16,2019-10-21
1005888,8908023,20000,2019-08-05,2019-09-09
1005888,8908023,20000,2019-08-05,2019-09-23
1005888,8908023,20000,2019-08-05,2019-09-24
1005888,8908023,20000,2019-08-05,2019-10-01
1005888,8908023,20000,2019-08-05,2019-10-08
1005495,8908111,6800,2019-10-30,2019-11-11
1005584,8908023,20000,2019-11-06,2019-12-09
1005969,8908023,21000,2020-01-15,2020-01-29
1005888,8908023,20000,2019-09-03,2019-10-15
1005888,8908023,20000,2019-09-03,2019-10-21
1005888,8908023,20000,2019-09-03,2019-10-22
1005888,8908023,20000,2019-09-03,2019-10-28
1005462,8902398,5600,2019-09-03,2019-11-11
1005516,8905735,1895,2019-09-03,2019-11-01
1005584,8908023,7200,2019-09-17,2019-09-24
1005584,8908023,20000,2019-09-17,2019-10-30
1005521,8908024,21000,2019-09-18,2019-12-09
1005488,8908023,20000,2019-11-21,2020-01-07
1005488,8908023,20000,2019-11-21,2019-12-17
1005488,8908023,20000,2019-11-21,2019-12-27
1005488,8908023,20000,2019-11-21,2020-01-03
1005435,8908023,20000,2019-09-19,2019-10-25
1005435,8908023,20000,2019-09-19,2019-10-17
1005435,8908023,20000,2019-09-19,2019-10-16
1005435,8908023,20000,2019-09-19,2019-09-10
1005495,8908111,12000,2019-11-05,2019-11-25
1005781,8908023,20000,2019-12-30,2020-02-13
1005435,8908023,20000,2019-09-12,2019-10-30
1005435,8908023,20000,2019-09-12,2019-11-05
1006050,8908023,20000,2020-01-10,2020-02-24
1006050,8908023,20000,2020-01-10,2020-02-17
1006018,8908748,10000,2020-02-20,2020-02-24
1006022,8902398,4000,2020-03-25,2020-05-12
1005998,8909373,2750.01,2020-03-25,2020-06-03
1006020,8908023,20000,2020-03-26,2020-05-16
1006020,8908023,20000,2020-03-26,2020-05-24
1006020,8908023,20000,2020-03-26,2020-05-20
1005499,8907133,6000,2019-02-20,2019-04-24
1005446,8908023,20000,2019-02-26,2019-04-16
1005446,8908023,20000,2019-02-26,2019-04-17
1005446,8908023,20000,2019-02-26,2019-04-24
1005448,8908112,20000,2019-03-05,2019-04-24
1005684,8908023,21000,2019-03-25,2019-05-08
1005447,8907133,4500,2019-04-02,2019-06-04
1005495,8908112,11000,2019-04-02,2019-05-09
1005782,8908748,20000,2019-04-02,2019-05-30
1005531,8902398,4100,2019-04-11,2019-05-07
1005432,8902635,21000,2019-04-30,2019-05-10
1005432,8902635,21000,2019-04-30,2019-05-23
1005782,8908748,20000,2019-04-30,2019-06-05
1005782,8908748,20000,2019-04-30,2019-06-13
1005782,8908748,20000,2019-04-30,2019-06-14
1005782,8908748,20000,2019-04-30,2019-06-17
1005782,8908748,20000,2019-04-30,2019-06-19
1005782,8908748,20000,2019-04-30,2019-06-24
1005782,8908748,20000,2019-04-30,2019-06-28
1005781,8908023,20000,2019-04-30,2019-06-14
1005784,8908749,21000,2019-04-30,2019-06-28
1005784,8908749,21000,2019-04-30,2019-06-17
1005784,8908749,21000,2019-04-30,2019-07-02
1005784,8908749,21000,2019-04-30,2019-06-07
1005784,8908749,21000,2019-04-30,2019-06-14
1005784,8908749,21000,2019-04-30,2019-06-21
1005784,8908749,21000,2019-04-30,2019-06-26
1005784,8908749,21000,2019-04-30,2019-06-25
1005488,8908023,21000,2019-05-13,2019-05-30
1005488,8908023,21000,2019-05-13,2019-06-07
1005447,8907133,4500,2019-05-24,2019-07-09
1005435,8908023,20000,2019-06-09,2019-07-03
1005435,8908023,20000,2019-06-09,2019-07-08
1005444,8902635,11000,2019-02-26,2019-04-22
1005444,8902635,11000,2019-02-26,2019-04-29
1005444,8902635,11000,2019-02-26,2019-05-06
1005444,8902635,11000,2019-02-26,2019-05-13
1005444,8902635,11000,2019-02-26,2019-05-20
1005444,8902635,11000,2019-03-22,2019-05-27
1005444,8902635,11000,2019-03-22,2019-06-03
1005444,8902635,11000,2019-03-22,2019-06-10
1005444,8902635,11000,2019-03-22,2019-06-17
1005462,8902398,12150,2019-03-22,2019-05-27
1005531,8902398,4100,2019-04-02,2019-05-21
1005462,8902398,8400,2019-04-25,2019-06-24
1005462,8902398,11200,2019-04-25,2019-07-01
1005684,8908023,20000,2019-05-06,2019-05-24
1005488,8908023,21000,2019-05-16,2019-06-06
1005488,8908023,21000,2019-05-16,2019-06-18
1005781,8908023,20000,2019-05-22,2019-06-21
1005784,8908749,21000,2019-05-22,2019-07-04
1005784,8908749,21000,2019-05-22,2019-07-08
1005784,8908749,21000,2019-05-22,2019-07-12
1005784,8908749,21000,2019-05-22,2019-07-17
1005784,8908749,21000,2019-05-22,2019-07-19
1005784,8908749,21000,2019-05-22,2019-07-24
1005784,8908749,21000,2019-05-22,2019-07-28
1005784,8908749,21000,2019-05-22,2019-08-02
1005784,8908749,21000,2019-05-22,2019-08-05
1005782,8908748,20000,2019-05-22,2019-08-02
1005782,8908748,20000,2019-05-22,2019-07-01
1005782,8908748,20000,2019-05-22,2019-07-28
1005782,8908748,20000,2019-05-22,2019-08-05
1005782,8908748,20000,2019-05-22,2019-07-03
1005782,8908748,20000,2019-05-22,2019-07-08
1005782,8908748,20000,2019-05-22,2019-07-11
1005782,8908748,20000,2019-05-22,2019-07-15
1005782,8908748,20000,2019-05-22,2019-07-22
1005781,8908023,20000,2019-05-22,2019-07-10
1005781,8908023,20000,2019-05-22,2019-07-17
1005507,8902635,21000,2019-05-24,2019-06-19
1005531,8902398,4100,2019-06-09,2019-07-30
1005543,8907133,3000,2019-06-09,2019-06-18
1005435,8908023,20000,2019-06-17,2019-07-31
1005435,8908023,20000,2019-06-17,2019-08-01
1005684,8908023,21000,2019-02-19,2019-04-10
1005684,8908023,21000,2019-02-19,2019-04-03
1005516,8905735,2850,2019-02-19,2019-05-15
1005486,8902635,2800,2019-02-19,2019-05-18
1005684,8908023,21000,2019-02-20,2019-04-24
1005462,8902398,4000,2019-10-01,2019-12-02
1005998,8909373,5840,2019-10-30,2019-11-07
1005462,8902398,5300,2019-11-01,2020-01-06
1005584,8908023,9500,2019-11-15,2019-11-20
1005507,8902635,21000,2019-11-15,2019-12-11
1005507,8902635,21000,2019-11-15,2019-12-19
1005507,8902635,21000,2019-11-15,2019-01-07
1006023,8902398,8100,2019-12-17,2020-03-02
1006019,8908749,20000,2019-12-30,2020-02-04
1006019,8908749,20000,2019-12-30,2020-02-07
1006019,8908749,20000,2019-12-30,2020-02-11
1006019,8908749,20000,2019-12-30,2020-02-19
1006019,8908749,20000,2019-12-30,2020-02-14
1006019,8908749,20000,2019-12-30,2020-02-24
1006018,8908748,20000,2019-12-30,2020-02-06
1006018,8908748,20000,2019-12-30,2020-02-18
1006018,8908748,20000,2019-12-30,2020-02-10
1006018,8908748,20000,2019-12-30,2020-02-14
1006018,8908748,20000,2019-12-30,2020-02-21
1005782,8908748,20000,2019-11-07,2019-12-13
1005782,8908748,20000,2019-11-07,2019-12-20
1005782,8908748,20000,2019-11-07,2019-12-24
1005782,8908748,20000,2019-11-07,2019-12-27
1005782,8908748,20000,2019-11-07,2019-12-09
1005782,8908748,20000,2019-11-07,2019-12-11
1006023,8902398,4000,2019-12-02,2020-02-10
1005447,8907133,6000,2019-12-11,2019-12-30
1005784,8908749,21000,2019-07-18,2019-09-24
1005784,8908749,21000,2019-07-18,2019-09-28
1005784,8908749,21000,2019-07-18,2019-10-03
1005784,8908749,21000,2019-07-18,2019-09-12
1005784,8908749,21000,2019-07-18,2019-09-16
1005784,8908749,21000,2019-07-18,2019-09-20
1005784,8908749,21000,2019-07-18,2019-09-02
1005784,8908749,21000,2019-07-18,2019-09-06
1005782,8908748,20000,2019-07-18,2019-09-22
1005782,8908748,20000,2019-07-18,2019-09-27
1005782,8908748,20000,2019-07-18,2019-10-04
1005782,8908748,20000,2019-07-18,2019-09-10
1005782,8908748,20000,2019-07-18,2019-09-13
1005782,8908748,20000,2019-07-18,2019-09-18
1005448,8908112,20000,2019-07-18,2019-09-02
1005447,8907133,9000,2020-02-13,2020-03-24
1005432,8902635,21000,2019-07-30,2019-09-09
1005584,8908023,21000,2019-07-30,2019-09-10
1005486,8902398,5400,2019-08-08,2019-10-07
1006050,8908023,20000,2019-12-23,2020-01-27
1006050,8908023,20000,2019-12-23,2020-02-03
1006050,8908023,20000,2019-12-23,2020-02-10
1005969,8908023,20000,2020-02-20,2020-03-12
1005969,8908023,21000,2020-01-16,2020-02-07
1006020,8908023,20000,2019-12-02,2019-12-30
1006020,8908023,20000,2019-12-02,2020-01-08
1006020,8908023,20000,2019-12-02,2020-01-09
1006020,8908023,20000,2019-12-02,2020-01-14
1006020,8908023,20000,2019-12-02,2020-01-21
1006022,8902398,4000,2019-12-02,2020-01-28
1005444,8902635,11500,2019-08-28,2019-09-30
1005784,8908749,21501,2019-09-12,2019-10-02
1005784,8908749,21500,2019-09-12,2019-10-08
1005784,8908749,21500,2019-09-12,2019-10-11
1005784,8908749,16000,2019-09-12,2019-10-15
1005784,8908749,21500,2019-09-12,2019-10-29
1005784,8908749,21500,2019-09-12,2019-10-18
1005784,8908749,21500,2019-09-12,2019-10-22
1005784,8908749,21500,2019-09-12,2019-10-25
1005783,8908672,20000,2019-09-23,2019-10-06
1005888,8908023,20000,2019-10-02,2019-11-19
1005888,8908023,20000,2019-10-02,2019-11-06
1005516,8905735,1840,2019-11-01,2020-01-15
1006010,8909286,1400,2019-11-08,2020-01-06
1005447,8907133,4500,2019-11-11,2019-12-10
1005781,8908023,20000,2019-11-28,2020-01-27
1005781,8908023,20000,2019-11-28,2020-01-08
1005435,8908023,20000,2019-10-02,2019-11-14
1005435,8908023,20000,2019-10-02,2019-11-16
1005435,8908023,20000,2019-10-02,2019-11-11
1006067,8908023,20000,2020-02-04,2020-03-10
1006067,8908023,20000,2020-02-04,2020-03-15
1006067,8908023,20000,2020-02-10,2020-03-23
1006019,8908749,20000,2020-02-18,2020-03-20
1006019,8908749,20000,2020-02-18,2020-03-11
1006019,8908749,20000,2020-02-18,2020-03-24
1006019,8908749,20000,2020-02-18,2020-03-27
1006019,8908749,20000,2020-02-18,2020-03-31
1006019,8908749,20000,2020-02-18,2020-03-05
1006019,8908749,20000,2020-02-18,2020-03-16
1005781,8908023,10000,2020-03-04,2020-03-10
1006018,8908748,10000,2020-03-04,2020-03-17
1005521,8908024,15000,2020-02-28,2020-06-08
1005448,8908112,20000,2019-04-11,2019-06-04
1005448,8908112,20000,2019-04-11,2019-05-14
1005446,8908023,20000,2019-04-11,2019-05-22
1005452,8908112,11000,2019-04-25,2019-06-04
1005452,8908112,11000,2019-04-30,2019-06-11
1005435,8908023,20000,2019-04-30,2019-05-29
1005435,8908023,20000,2019-04-30,2019-05-30
1005435,8908023,20000,2019-04-30,2019-06-06
1005435,8908023,20000,2019-04-30,2019-06-19
1005531,8902398,4100,2019-05-17,2019-07-02
1005448,8908112,20000,2019-05-17,2019-07-02
1005444,8902635,11200,2019-05-22,2019-07-22
1005444,8902635,11200,2019-05-22,2019-07-29
1005444,8902635,11200,2019-05-22,2019-08-05
1005444,8902635,11200,2019-05-22,2019-08-12
1005444,8902635,11200,2019-05-22,2019-08-19
1005446,8908023,20000,2019-05-24,2019-07-02
1005446,8908023,20000,2019-05-24,2019-07-10
1005447,8907133,4500,2019-06-09,2019-07-30
1005782,8908748,20000,2019-03-20,2019-05-01
1005782,8908748,20000,2019-03-20,2019-05-05
1005782,8908748,20000,2019-03-20,2019-05-10
1005782,8908748,20000,2019-03-20,2019-05-15
1005782,8908748,20000,2019-03-20,2019-05-19
1005782,8908748,20000,2019-03-20,2019-05-22
1005782,8908748,20000,2019-03-20,2019-05-25
1005783,8908672,20000,2019-03-20,2019-05-05
1005783,8908672,19500,2019-07-18,2019-08-06
1005499,8907133,9000,2019-07-23,2019-08-19
1006068,8908023,20000,2020-01-23,2020-02-20
1006068,8908023,20000,2020-01-23,2020-02-21
1006068,8908023,20000,2020-01-23,2020-03-10
1006069,8902635,11500,2020-02-25,2020-04-27
1005543,8906381,901,2020-03-05,2020-05-15
1005499,8907133,9000,2020-03-13,2020-04-15
1005435,8908023,20000,2019-08-22,2019-09-16
1005784,8908749,21500,2019-09-24,2019-10-25
1005784,8908749,21500,2019-09-24,2019-10-28
1005782,8908748,20000,2019-06-23,2019-08-30
1005782,8908748,20000,2019-06-23,2019-08-10
1005782,8908748,20000,2019-06-23,2019-08-13
1005782,8908748,20000,2019-06-23,2019-08-23
1005782,8908748,20000,2019-06-23,2019-09-02
1005781,8908023,20000,2019-06-23,2019-08-13
1005781,8908023,20000,2019-06-23,2019-08-31
1005784,8908749,21000,2019-06-23,2019-08-05
1005784,8908749,21000,2019-06-23,2019-08-09
1005784,8908749,21000,2019-06-23,2019-08-13
1005784,8908749,21000,2019-06-23,2019-08-14
1005784,8908749,21000,2019-06-23,2019-08-23
1005784,8908749,21000,2019-06-23,2019-08-26
1005784,8908749,21000,2019-06-23,2019-08-30
1005888,8908023,20000,2019-06-23,2019-08-20
1005888,8908023,20000,2019-06-23,2019-08-27
1005531,8902398,4100,2019-06-23,2019-08-20
1005447,8907133,4500,2019-06-23,2019-08-20
1005684,8908023,21000,2019-06-24,2019-07-15
1005684,8908023,21000,2019-06-24,2019-08-13
1005684,8908023,21000,2019-06-24,2019-08-27
1005684,8908023,21000,2019-06-24,2019-09-03
1005684,8908023,21000,2019-06-24,2019-08-20
1005684,8908023,21000,2019-06-24,2019-09-19
1005684,8908023,21000,2019-06-24,2019-08-06
1005684,8908023,21000,2019-06-24,2019-08-08
1005444,8902635,11200,2019-06-25,2019-08-26
1005444,8902635,11200,2019-06-25,2019-09-02
1005444,8902635,11200,2019-06-25,2019-09-09
1005444,8902635,11200,2019-06-25,2019-09-16
1005432,8902635,21000,2019-02-26,2019-04-16
1005432,8902635,21000,2019-02-26,2019-04-19
1005446,8908023,20000,2019-03-22,2019-05-14
1005446,8908023,20000,2019-03-22,2019-05-02
1005446,8908023,20000,2019-03-22,2019-04-25
1006018,8908748,20000,2020-02-28,2020-04-16
1006018,8908748,20000,2020-02-28,2020-04-21
1006018,8908748,20000,2020-02-28,2020-04-07
1006018,8908748,20000,2020-02-28,2020-04-10
1006018,8908748,20000,2020-02-28,2020-04-14
1006018,8908748,20000,2020-02-28,2020-04-24
1006018,8908748,20000,2020-02-28,2020-04-28
1005998,8909373,6300,2020-03-02,2020-05-17
1005781,8908023,20000,2020-03-26,2020-05-21
1005495,8908111,10000,2020-04-08,2020-05-12
1006010,8909286,800,2019-12-10,2020-01-10
1006020,8908023,20000,2019-12-11,2020-01-27
1006020,8908023,9000,2020-01-14,2020-01-20
1005495,8908112,14400,2019-07-08,2019-07-26
1005516,8905735,1877,2019-07-08,2019-09-10
